ID,Entity,Code,Year,Death,Calories,Obese,Population__historical_estimates_,Continent,Column1,Column2,Column3,,Asia,,,,,3682,#REF!,,,
Tanzania1997,Tanzania,TZA,1997,2.78,2004,10.3,31785852,Africa,,,,,,,,,,,,,,
Uganda1997,Uganda,UGA,1997,1.41,2155,8,21876938,Africa,,,,,,,,,,,,,,
Uruguay1997,Uruguay,URY,1997,8.44,2810,50.9,3245066,South America,,,,,,,,,,,,,,
Uzbekistan1997,Uzbekistan,UZB,1997,12.42,2541,37.9,23877290,Asia,,,,,,,,,,,,,,
Venezuela1997,Venezuela,VEN,1997,11.86,2283,50.6,23037560,South America,,,,,,,,,,,,,,
Vietnam1997,Vietnam,VNM,1997,1.88,1986,6.9,76058600,Asia,,,,,,,,,,,,,,
Vanuatu1997,Vanuatu,VUT,1997,9.64,2676,40.4,178879,Oceania,,,,,,,,,,,,,,
Samoa1997,Samoa,WSM,1997,17.96,2553,65.1,178555,Oceania,,,,,,,,,,,,,,
Yemen1997,Yemen,YEM,1997,4.81,2051,29.2,17108686,Asia,,,,,,,,,,,,,,
South Africa1997,South Africa,ZAF,1997,10.14,2815,27.3,45285052,Africa,,,,,,,,,,,,,,
Zambia1997,Zambia,ZMB,1997,2.39,1970,13.7,9133160,Africa,,,,,,,,,,,,,,
Zimbabwe1997,Zimbabwe,ZWE,1997,2.91,2009,15.1,11362406,Africa,,,,,,,,,,,,,,
Afghanistan1996,Afghanistan,AFG,1996,6.45,1843,9.4,17106600,Asia,,,,,,,,,,,,,,
United Arab Emirates1996,United Arab Emirates,ARE,1996,18.64,3254,61.8,2572739,Asia,,,,,,,,,,,,,,
Argentina1996,Argentina,ARG,1996,9.38,3156,55.1,35389360,South America,,,,,,,,,,,,,,
Australia1996,Australia,AUS,1996,10.38,3077,58.8,18211850,Oceania,,,,,,,,,,,,,,
Bangladesh1996,Bangladesh,BGD,1996,1.17,2048,8.3,119876872,Asia,,,,,,,,,,,,,,
Brazil1996,Brazil,BRA,1996,9.3,2840,40.4,166037120,South America,,,,,,,,,,,,,,
Central African Republic1996,Central African Republic,CAF,1996,1.78,1896,8.7,3363576,Africa,,,,,,,,,,,,,,
Canada1996,Canada,CAN,1996,9.55,3252,58.5,29593856,North America,,,,,,,,,,,,,,
Switzerland1996,Switzerland,CHE,1996,7.96,3340,56.7,7069694,Europe,,,,,,,,,,,,,,
China1996,China,CHN,1996,2.97,2695,16.8,1228298880,Asia,,,,,,,,,,,,,,
Congo1996,Congo,COG,1996,5.33,1970,13.6,2816600,Africa,,,,,,,,,,,,,,
Colombia1996,Colombia,COL,1996,8.47,2758,41.2,36632576,South America,,,,,,,,,,,,,,
Egypt1996,Egypt,EGY,1996,15.51,3332,43.2,65565196,Africa,,,,,,,,,,,,,,
Spain1996,Spain,ESP,1996,9.53,3357,57.5,39996476,Europe,,,,,,,,,,,,,,
Ethiopia1996,Ethiopia,ETH,1996,1.27,1655,7.8,59347656,Africa,,,,,,,,,,,,,,
Fiji1996,Fiji,FJI,1996,23.33,2824,50,796542,Oceania,,,,,,,,,,,,,,
France1996,France,FRA,1996,6.46,3519,58.5,57623180,Europe,,,,,,,,,,,,,,
United Kingdom1996,United Kingdom,GBR,1996,9.72,3268,56.6,58078584,Europe,,,,,,,,,,,,,,
Greece1996,Greece,GRC,1996,9.97,3510,57.4,10803809,Europe,,,,,,,,,,,,,,
Guatemala1996,Guatemala,GTM,1996,3.62,2244,35.5,10632295,North America,,,,,,,,,,,,,,
Indonesia1996,Indonesia,IDN,1996,3.08,2548,10.1,201373792,Asia,,,,,,,,,,,,,,
India1996,India,IND,1996,1.99,2344,9.3,983281216,Asia,,,,,,,,,,,,,,
Ireland1996,Ireland,IRL,1996,9.17,3607,56,3606725,Europe,,,,,,,,,,,,,,
Iran1996,Iran,IRN,1996,10.19,3052,41.3,61598380,Asia,,,,,,,,,,,,,,
Iraq1996,Iraq,IRQ,1996,18.1,2175,42.7,21639336,Asia,,,,,,,,,,,,,,
Israel1996,Israel,ISR,1996,11.04,3503,59.5,5612491,Asia,,,,,,,,,,,,,,
Italy1996,Italy,ITA,1996,8.67,3567,56.6,56898972,Europe,,,,,,,,,,,,,,
Jamaica1996,Jamaica,JAM,1996,13.72,2717,33,2532895,North America,,,,,,,,,,,,,,
Jordan1996,Jordan,JOR,1996,20.13,2659,49.9,4608685,Asia,,,,,,,,,,,,,,
Japan1996,Japan,JPN,1996,4,2963,22,125726224,Asia,,,,,,,,,,,,,,
Kazakhstan1996,Kazakhstan,KAZ,1996,15.26,2863,44.3,16144248,Asia,,,,,,,,,,,,,,
Kenya1996,Kenya,KEN,1996,2.33,2051,12.1,27615736,Africa,,,,,,,,,,,,,,
South Korea1996,South Korea,KOR,1996,5.3,3060,23.7,45660164,Asia,,,,,,,,,,,,,,
Lebanon1996,Lebanon,LBN,1996,14.22,3290,53.7,4034250,Asia,,,,,,,,,,,,,,
Liberia1996,Liberia,LBR,1996,2.95,1989,10.8,2203974,Africa,,,,,,,,,,,,,,
Sri Lanka1996,Sri Lanka,LKA,1996,5.23,2240,9.9,18322504,Asia,,,,,,,,,,,,,,
Morocco1996,Morocco,MAR,1996,11.11,3089,36.9,26999094,Africa,,,,,,,,,,,,,,
Mexico1996,Mexico,MEX,1996,11.72,2991,50.1,91586560,North America,,,,,,,,,,,,,,
Mongolia1996,Mongolia,MNG,1996,10.12,2039,37.1,2357038,Asia,,,,,,,,,,,,,,
Malaysia1996,Malaysia,MYS,1996,6.86,2924,21.6,20689060,Asia,,,,,,,,,,,,,,
Namibia1996,Namibia,NAM,1996,6.64,2037,16,1650077,Africa,,,,,,,,,,,,,,
Niger1996,Niger,NER,1996,1.91,2099,8.8,10149939,Africa,,,,,,,,,,,,,,
Nigeria1996,Nigeria,NGA,1996,2.69,2556,13.7,110956184,Africa,,,,,,,,,,,,,,
Netherlands1996,Netherlands,NLD,1996,7.79,3374,51.5,15538617,Europe,,,,,,,,,,,,,,
Norway1996,Norway,NOR,1996,7.08,3311,54.3,4381511,Europe,,,,,,,,,,,,,,
Nepal1996,Nepal,NPL,1996,1.28,2216,9.4,22783972,Asia,,,,,,,,,,,,,,
New Zealand1996,New Zealand,NZL,1996,9.74,3199,58.6,3728460,Oceania,,,,,,,,,,,,,,
Pakistan1996,Pakistan,PAK,1996,3.21,2406,13.7,137234816,Asia,,,,,,,,,,,,,,
Peru1996,Peru,PER,1996,6.1,2274,39.6,24907304,South America,,,,,,,,,,,,,,
Philippines1996,Philippines,PHL,1996,4.29,2364,14,70944968,Asia,,,,,,,,,,,,,,
North Korea1996,North Korea,PRK,1996,1.94,2080,16.4,22614348,Asia,,,,,,,,,,,,,,
Paraguay1996,Paraguay,PRY,1996,10.46,2549,38.2,4711656,South America,,,,,,,,,,,,,,
Russia1996,Russia,RUS,1996,12.34,2787,46.5,148233408,Europe,,,,,,,,,,,,,,
Saudi Arabia1996,Saudi Arabia,SAU,1996,14.48,2913,54.6,19410278,Asia,,,,,,,,,,,,,,
Sao Tome and Principe1996,Sao Tome and Principe,STP,1996,5.15,2167,15.2,135423,Africa,,,,,,,,,,,,,,
Suriname1996,Suriname,SUR,1996,10.1,2585,36.9,443840,South America,,,,,,,,,,,,,,
Sweden1996,Sweden,SWE,1996,8.73,3039,52.7,8785493,Europe,,,,,,,,,,,,,,
Togo1996,Togo,TGO,1996,3.14,2112,10.9,4445892,Africa,,,,,,,,,,,,,,
Thailand1996,Thailand,THA,1996,4.16,2558,14,60211100,Asia,,,,,,,,,,,,,,
Tajikistan1996,Tajikistan,TJK,1996,5.96,1934,32.7,6035605,Asia,,,,,,,,,,,,,,
Turkmenistan1996,Turkmenistan,TKM,1996,13.75,2509,39.8,4301092,Asia,,,,,,,,,,,,,,
Timor1996,Timor,TLS,1996,1.34,1888,,831272,Asia,,,,,,,,,,,,,,
Trinidad and Tobago1996,Trinidad and Tobago,TTO,1996,17.54,2640,33.9,1313442,North America,,,,,,,,,,,,,,
Tunisia1996,Tunisia,TUN,1996,12.04,3199,42.3,9430552,Africa,,,,,,,,,,,,,,
Turkey1996,Turkey,TUR,1996,14.74,3686,50.1,60293784,Asia,,,,,,,,,,,,,,
Taiwan1996,Taiwan,TWN,1996,7.06,3105,29.7,21612430,Asia,,,,,,,,,,,,,,
Tanzania1996,Tanzania,TZA,1996,2.79,2040,10.2,31140730,Africa,,,,,,,,,,,,,,
Uganda1996,Uganda,UGA,1996,1.35,2130,7.8,21249570,Africa,,,,,,,,,,,,,,
Uruguay1996,Uruguay,URY,1996,8.37,2819,50.1,3226635,South America,,,,,,,,,,,,,,
Uzbekistan1996,Uzbekistan,UZB,1996,12.34,2594,37.8,23465930,Asia,,,,,,,,,,,,,,
Venezuela1996,Venezuela,VEN,1996,11.75,2380,50,22572114,South America,,,,,,,,,,,,,,
Vietnam1996,Vietnam,VNM,1996,1.84,2018,6.6,74946456,Asia,,,,,,,,,,,,,,
Vanuatu1996,Vanuatu,VUT,1996,9.85,2631,40,174725,Oceania,,,,,,,,,,,,,,
Samoa1996,Samoa,WSM,1996,17.69,2503,64.4,176732,Oceania,,,,,,,,,,,,,,
Yemen1996,Yemen,YEM,1996,4.72,2034,28.9,16614329,Asia,,,,,,,,,,,,,,
South Africa1996,South Africa,ZAF,1996,9.73,2796,26.8,44661608,Africa,,,,,,,,,,,,,,
Zambia1996,Zambia,ZMB,1996,2.4,2034,13.6,8902025,Africa,,,,,,,,,,,,,,
Zimbabwe1996,Zimbabwe,ZWE,1996,3.03,1982,14.8,11178171,Africa,,,,,,,,,,,,,,
Afghanistan1995,Afghanistan,AFG,1995,6.57,1844,9.4,16418911,Asia,,,,,,,,,,,,,,
United Arab Emirates1995,United Arab Emirates,ARE,1995,18.5,3261,61.4,2434001,Asia,,,,,,,,,,,,,,
Argentina1995,Argentina,ARG,1995,9.26,3163,54.4,34946116,South America,,,,,,,,,,,,,,
Australia1995,Australia,AUS,1995,10.36,3099,58.2,18003002,Oceania,,,,,,,,,,,,,,
Bangladesh1995,Bangladesh,BGD,1995,1.11,2043,8.2,117793336,Asia,,,,,,,,,,,,,,
Brazil1995,Brazil,BRA,1995,9.11,2812,39.6,163515328,South America,,,,,,,,,,,,,,
Central African Republic1995,Central African Republic,CAF,1995,1.76,1881,8.6,3276707,Africa,,,,,,,,,,,,,,
Canada1995,Canada,CAN,1995,9.42,3208,57.9,29289430,North America,,,,,,,,,,,,,,
Switzerland1995,Switzerland,CHE,1995,7.97,3311,56.3,7038302,Europe,,,,,,,,,,,,,,
China1995,China,CHN,1995,2.89,2691,16,1218144384,Asia,,,,,,,,,,,,,,
Congo1995,Congo,COG,1995,5.2,1978,13.3,2742316,Africa,,,,,,,,,,,,,,
Colombia1995,Colombia,COL,1995,8.29,2772,40.5,35970104,South America,,,,,,,,,,,,,,
Egypt1995,Egypt,EGY,1995,14.93,3315,42.8,64166908,Africa,,,,,,,,,,,,,,
Spain1995,Spain,ESP,1995,9.42,3217,56.8,39814568,Europe,,,,,,,,,,,,,,
Ethiopia1995,Ethiopia,ETH,1995,1.27,1571,7.7,57476540,Africa,,,,,,,,,,,,,,
Fiji1995,Fiji,FJI,1995,22.65,2742,49.3,792247,Oceania,,,,,,,,,,,,,,
France1995,France,FRA,1995,6.36,3534,58,57420356,Europe,,,,,,,,,,,,,,
United Kingdom1995,United Kingdom,GBR,1995,9.76,3185,56,57930364,Europe,,,,,,,,,,,,,,
Greece1995,Greece,GRC,1995,9.89,3515,56.8,10727928,Europe,,,,,,,,,,,,,,
Guatemala1995,Guatemala,GTM,1995,3.51,2276,34.7,10363096,North America,,,,,,,,,,,,,,
Indonesia1995,Indonesia,IDN,1995,2.97,2552,9.7,198140160,Asia,,,,,,,,,,,,,,
India1995,India,IND,1995,1.88,2324,9.1,964279104,Asia,,,,,,,,,,,,,,
Ireland1995,Ireland,IRL,1995,9.23,3510,55.3,3579486,Europe,,,,,,,,,,,,,,
Iran1995,Iran,IRN,1995,9.99,3047,40.5,60794808,Asia,,,,,,,,,,,,,,
Iraq1995,Iraq,IRQ,1995,18.01,2203,42.6,20948856,Asia,,,,,,,,,,,,,,
Israel1995,Israel,ISR,1995,11.06,3465,58.9,5478738,Asia,,,,,,,,,,,,,,
Italy1995,Italy,ITA,1995,8.61,3508,56,56885124,Europe,,,,,,,,,,,,,,
Jamaica1995,Jamaica,JAM,1995,13.83,2684,32.3,2509369,North America,,,,,,,,,,,,,,
Jordan1995,Jordan,JOR,1995,19.84,2687,49.2,4458201,Asia,,,,,,,,,,,,,,
Japan1995,Japan,JPN,1995,3.96,2920,21.6,125433968,Asia,,,,,,,,,,,,,,
Kazakhstan1995,Kazakhstan,KAZ,1995,15.08,2871,44,16434323,Asia,,,,,,,,,,,,,,
Kenya1995,Kenya,KEN,1995,2.37,2055,11.9,26878350,Africa,,,,,,,,,,,,,,
South Korea1995,South Korea,KOR,1995,5.26,3022,22.7,45393416,Asia,,,,,,,,,,,,,,
Lebanon1995,Lebanon,LBN,1995,14.22,3290,52.7,3959642,Asia,,,,,,,,,,,,,,
Liberia1995,Liberia,LBR,1995,3.02,1988,11,2142429,Africa,,,,,,,,,,,,,,
Sri Lanka1995,Sri Lanka,LKA,1995,5.06,2221,9.7,18177570,Asia,,,,,,,,,,,,,,
Morocco1995,Morocco,MAR,1995,10.86,2952,36.3,26599054,Africa,,,,,,,,,,,,,,
Mexico1995,Mexico,MEX,1995,11.5,2967,49.3,89969568,North America,,,,,,,,,,,,,,
Mongolia1995,Mongolia,MNG,1995,10.01,2033,36.9,2330339,Asia,,,,,,,,,,,,,,
Malaysia1995,Malaysia,MYS,1995,6.55,2916,20.7,20136886,Asia,,,,,,,,,,,,,,
Namibia1995,Namibia,NAM,1995,6.79,2033,15.7,1605382,Africa,,,,,,,,,,,,,,
Niger1995,Niger,NER,1995,1.83,2059,8.7,9813920,Africa,,,,,,,,,,,,,,
Nigeria1995,Nigeria,NGA,1995,2.65,2561,13.5,108187616,Africa,,,,,,,,,,,,,,
Netherlands1995,Netherlands,NLD,1995,7.85,3364,50.7,15446670,Europe,,,,,,,,,,,,,,
Norway1995,Norway,NOR,1995,7.16,3224,53.6,4359327,Europe,,,,,,,,,,,,,,
Nepal1995,Nepal,NPL,1995,1.22,2240,9.2,22305572,Asia,,,,,,,,,,,,,,
New Zealand1995,New Zealand,NZL,1995,9.78,3208,58,3673899,Oceania,,,,,,,,,,,,,,
Pakistan1995,Pakistan,PAK,1995,3.06,2389,13.4,133117480,Asia,,,,,,,,,,,,,,
Peru1995,Peru,PER,1995,6.11,2202,39.1,24449060,South America,,,,,,,,,,,,,,
Philippines1995,Philippines,PHL,1995,4.04,2289,13.7,69250472,Asia,,,,,,,,,,,,,,
North Korea1995,North Korea,PRK,1995,1.75,2103,16.5,22385538,Asia,,,,,,,,,,,,,,
Paraguay1995,Paraguay,PRY,1995,10.44,2537,37.4,4603924,South America,,,,,,,,,,,,,,
Russia1995,Russia,RUS,1995,12.3,2893,46.3,148557456,Europe,,,,,,,,,,,,,,
Saudi Arabia1995,Saudi Arabia,SAU,1995,14,2849,54,18888862,Asia,,,,,,,,,,,,,,
Sao Tome and Principe1995,Sao Tome and Principe,STP,1995,4.97,2109,14.8,133094,Africa,,,,,,,,,,,,,,
Suriname1995,Suriname,SUR,1995,10.04,2548,36.3,434497,South America,,,,,,,,,,,,,,
Sweden1995,Sweden,SWE,1995,8.72,3088,52.1,8758496,Europe,,,,,,,,,,,,,,
Togo1995,Togo,TGO,1995,3.09,2046,10.6,4279573,Africa,,,,,,,,,,,,,,
Thailand1995,Thailand,THA,1995,3.96,2415,13.4,59424836,Asia,,,,,,,,,,,,,,
Tajikistan1995,Tajikistan,TJK,1995,6.27,1974,33.1,5916183,Asia,,,,,,,,,,,,,,
Turkmenistan1995,Turkmenistan,TKM,1995,13.49,2539,39.6,4226625,Asia,,,,,,,,,,,,,,
Timor1995,Timor,TLS,1995,1.29,2033,,819234,Asia,,,,,,,,,,,,,,
Trinidad and Tobago1995,Trinidad and Tobago,TTO,1995,17.47,2596,33.5,1307831,North America,,,,,,,,,,,,,,
Tunisia1995,Tunisia,TUN,1995,11.89,3125,41.7,9294106,Africa,,,,,,,,,,,,,,
Turkey1995,Turkey,TUR,1995,14.6,3715,49.3,59305492,Asia,,,,,,,,,,,,,,
Taiwan1995,Taiwan,TWN,1995,7.04,3077,28.7,21455818,Asia,,,,,,,,,,,,,,
Tanzania1995,Tanzania,TZA,1995,2.83,2030,10,30560072,Africa,,,,,,,,,,,,,,
Uganda1995,Uganda,UGA,1995,1.31,2236,7.6,20680834,Africa,,,,,,,,,,,,,,
Uruguay1995,Uruguay,URY,1995,8.26,2678,49.3,3208305,South America,,,,,,,,,,,,,,
Uzbekistan1995,Uzbekistan,UZB,1995,12.18,2655,37.7,23026212,Asia,,,,,,,,,,,,,,
Venezuela1995,Venezuela,VEN,1995,11.54,2434,49.4,22107288,South America,,,,,,,,,,,,,,
Vietnam1995,Vietnam,VNM,1995,1.79,2027,6.4,73759112,Asia,,,,,,,,,,,,,,
Vanuatu1995,Vanuatu,VUT,1995,9.55,2541,39.6,170623,Oceania,,,,,,,,,,,,,,
Samoa1995,Samoa,WSM,1995,17.46,2465,63.7,174917,Oceania,,,,,,,,,,,,,,
Yemen1995,Yemen,YEM,1995,4.66,2043,28.6,16103338,Asia,,,,,,,,,,,,,,
South Africa1995,South Africa,ZAF,1995,9.49,2810,26.4,43986088,Africa,,,,,,,,,,,,,,
Zambia1995,Zambia,ZMB,1995,2.42,2050,13.5,8684139,Africa,,,,,,,,,,,,,,
Zimbabwe1995,Zimbabwe,ZWE,1995,3.3,1944,14.5,10994044,Africa,,,,,,,,,,,,,,
Afghanistan1994,Afghanistan,AFG,1994,6.63,1820,9.3,15455560,Asia,,,,,,,,,,,,,,
United Arab Emirates1994,United Arab Emirates,ARE,1994,18.35,3316,61,2329034,Asia,,,,,,,,,,,,,,
Argentina1994,Argentina,ARG,1994,9.16,3155,53.8,34488696,South America,,,,,,,,,,,,,,
Australia1994,Australia,AUS,1994,10.36,3054,57.5,17805506,Oceania,,,,,,,,,,,,,,
Bangladesh1994,Bangladesh,BGD,1994,1.04,2003,8,115614904,Asia,,,,,,,,,,,,,,
Brazil1994,Brazil,BRA,1994,8.96,2818,38.8,160980480,South America,,,,,,,,,,,,,,
Central African Republic1994,Central African Republic,CAF,1994,1.78,1880,8.5,3187851,Africa,,,,,,,,,,,,,,
Canada1994,Canada,CAN,1994,9.33,3209,57.3,28981190,North America,,,,,,,,,,,,,,
Switzerland1994,Switzerland,CHE,1994,8,3332,55.8,6991543,Europe,,,,,,,,,,,,,,
China1994,China,CHN,1994,2.82,2604,15.3,1207286656,Asia,,,,,,,,,,,,,,
Congo1994,Congo,COG,1994,5.11,1980,13.1,2669220,Africa,,,,,,,,,,,,,,
Colombia1994,Colombia,COL,1994,8.12,2713,39.7,35295460,South America,,,,,,,,,,,,,,
Egypt1994,Egypt,EGY,1994,14.66,3259,42.3,62775844,Africa,,,,,,,,,,,,,,
Spain1994,Spain,ESP,1994,9.33,3304,56.1,39623732,Europe,,,,,,,,,,,,,,
Ethiopia1994,Ethiopia,ETH,1994,1.28,1545,7.6,55620212,Africa,,,,,,,,,,,,,,
Fiji1994,Fiji,FJI,1994,21.83,2796,48.7,790811,Oceania,,,,,,,,,,,,,,
France1994,France,FRA,1994,6.29,3512,57.5,57230064,Europe,,,,,,,,,,,,,,
United Kingdom1994,United Kingdom,GBR,1994,9.79,3235,55.5,57785900,Europe,,,,,,,,,,,,,,
Greece1994,Greece,GRC,1994,9.86,3580,56.2,10647420,Europe,,,,,,,,,,,,,,
Guatemala1994,Guatemala,GTM,1994,3.44,2361,34,10094917,North America,,,,,,,,,,,,,,
Indonesia1994,Indonesia,IDN,1994,2.87,2471,9.4,194928544,Asia,,,,,,,,,,,,,,
India1994,India,IND,1994,1.81,2292,8.8,945261952,Asia,,,,,,,,,,,,,,
Ireland1994,Ireland,IRL,1994,9.26,3575,54.5,3559396,Europe,,,,,,,,,,,,,,
Iran1994,Iran,IRN,1994,9.8,3067,39.9,59985752,Asia,,,,,,,,,,,,,,
Iraq1994,Iraq,IRQ,1994,17.99,2228,42.8,20248074,Asia,,,,,,,,,,,,,,
Israel1994,Israel,ISR,1994,11.04,3350,58.3,5346294,Asia,,,,,,,,,,,,,,
Italy1994,Italy,ITA,1994,8.57,3489,55.4,56883820,Europe,,,,,,,,,,,,,,
Jamaica1994,Jamaica,JAM,1994,13.68,2717,31.6,2484186,North America,,,,,,,,,,,,,,
Jordan1994,Jordan,JOR,1994,19.57,2630,48.5,4278165,Asia,,,,,,,,,,,,,,
Japan1994,Japan,JPN,1994,3.97,2932,21.2,125119264,Asia,,,,,,,,,,,,,,
Kazakhstan1994,Kazakhstan,KAZ,1994,14.81,2945,43.8,16747153,Asia,,,,,,,,,,,,,,
Kenya1994,Kenya,KEN,1994,2.43,2057,11.7,26133748,Africa,,,,,,,,,,,,,,
South Korea1994,South Korea,KOR,1994,5.25,2980,21.7,45165784,Asia,,,,,,,,,,,,,,
Lebanon1994,Lebanon,LBN,1994,14.13,3284,51.8,3888152,Asia,,,,,,,,,,,,,,
Liberia1994,Liberia,LBR,1994,2.93,2068,11.3,2125202,Africa,,,,,,,,,,,,,,
Sri Lanka1994,Sri Lanka,LKA,1994,5.09,2290,9.5,18011746,Asia,,,,,,,,,,,,,,
Morocco1994,Morocco,MAR,1994,10.7,3000,35.7,26201554,Africa,,,,,,,,,,,,,,
Mexico1994,Mexico,MEX,1994,11.22,3005,48.5,88314416,North America,,,,,,,,,,,,,,
Mongolia1994,Mongolia,MNG,1994,9.76,1852,36.6,2301514,Asia,,,,,,,,,,,,,,
Malaysia1994,Malaysia,MYS,1994,6.49,2836,19.9,19588706,Asia,,,,,,,,,,,,,,
Namibia1994,Namibia,NAM,1994,6.83,1997,15.4,1558459,Africa,,,,,,,,,,,,,,
Niger1994,Niger,NER,1994,1.83,1990,8.6,9493322,Africa,,,,,,,,,,,,,,
Nigeria1994,Nigeria,NGA,1994,2.62,2500,13.3,105456120,Africa,,,,,,,,,,,,,,
Netherlands1994,Netherlands,NLD,1994,7.89,3236,49.9,15349481,Europe,,,,,,,,,,,,,,
Norway1994,Norway,NOR,1994,7.2,3277,52.9,4336745,Europe,,,,,,,,,,,,,,
Nepal1994,Nepal,NPL,1994,1.17,2253,9,21794756,Asia,,,,,,,,,,,,,,
New Zealand1994,New Zealand,NZL,1994,9.67,3168,57.3,3620893,Oceania,,,,,,,,,,,,,,
Pakistan1994,Pakistan,PAK,1994,2.92,2398,13.1,129245136,Asia,,,,,,,,,,,,,,
Peru1994,Peru,PER,1994,5.96,2206,38.5,23983260,South America,,,,,,,,,,,,,,
Philippines1994,Philippines,PHL,1994,3.86,2313,13.4,67650288,Asia,,,,,,,,,,,,,,
North Korea1994,North Korea,PRK,1994,2.57,2246,16.5,22105230,Asia,,,,,,,,,,,,,,
Paraguay1994,Paraguay,PRY,1994,10.4,2548,36.5,4495301,South America,,,,,,,,,,,,,,
Russia1994,Russia,RUS,1994,12.32,2918,46.2,148829120,Europe,,,,,,,,,,,,,,
Saudi Arabia1994,Saudi Arabia,SAU,1994,13.52,2703,53.4,18367526,Asia,,,,,,,,,,,,,,
Sao Tome and Principe1994,Sao Tome and Principe,STP,1994,4.81,2229,14.5,130679,Africa,,,,,,,,,,,,,,
Suriname1994,Suriname,SUR,1994,10.27,2513,35.7,426553,South America,,,,,,,,,,,,,,
Sweden1994,Sweden,SWE,1994,8.6,3087,51.6,8723467,Europe,,,,,,,,,,,,,,
Togo1994,Togo,TGO,1994,3.04,2042,10.4,4092613,Africa,,,,,,,,,,,,,,
Thailand1994,Thailand,THA,1994,3.81,2363,13,58610012,Asia,,,,,,,,,,,,,,
Tajikistan1994,Tajikistan,TJK,1994,6.2,2030,33.4,5803992,Asia,,,,,,,,,,,,,,
Turkmenistan1994,Turkmenistan,TKM,1994,13.41,2546,39.4,4133044,Asia,,,,,,,,,,,,,,
Timor1994,Timor,TLS,1994,1.31,2006,,807119,Asia,,,,,,,,,,,,,,
Trinidad and Tobago1994,Trinidad and Tobago,TTO,1994,17.47,2550,33.2,1301401,North America,,,,,,,,,,,,,,
Tunisia1994,Tunisia,TUN,1994,11.62,3113,41.1,9143139,Africa,,,,,,,,,,,,,,
Turkey1994,Turkey,TUR,1994,14.4,3728,48.5,58310244,Asia,,,,,,,,,,,,,,
Taiwan1994,Taiwan,TWN,1994,7.03,3064,27.8,21293440,Asia,,,,,,,,,,,,,,
Tanzania1994,Tanzania,TZA,1994,2.87,2084,9.9,29598330,Africa,,,,,,,,,,,,,,
Uganda1994,Uganda,UGA,1994,1.28,2229,7.4,20125026,Africa,,,,,,,,,,,,,,
Uruguay1994,Uruguay,URY,1994,8.16,2783,48.6,3189945,South America,,,,,,,,,,,,,,
Uzbekistan1994,Uzbekistan,UZB,1994,11.98,2697,37.5,22564732,Asia,,,,,,,,,,,,,,
Venezuela1994,Venezuela,VEN,1994,11.4,2371,48.8,21640830,South America,,,,,,,,,,,,,,
Vietnam1994,Vietnam,VNM,1994,1.75,2055,6.3,72501088,Asia,,,,,,,,,,,,,,
Vanuatu1994,Vanuatu,VUT,1994,9.51,2530,39.2,166569,Oceania,,,,,,,,,,,,,,
Samoa1994,Samoa,WSM,1994,17.27,2397,63,173120,Oceania,,,,,,,,,,,,,,
Yemen1994,Yemen,YEM,1994,4.56,2051,28.3,15553180,Asia,,,,,,,,,,,,,,
South Africa1994,South Africa,ZAF,1994,9.73,2826,26,43267980,Africa,,,,,,,,,,,,,,
Zambia1994,Zambia,ZMB,1994,2.45,2022,13.4,8474215,Africa,,,,,,,,,,,,,,
Zimbabwe1994,Zimbabwe,ZWE,1994,3.59,1931,14.3,10858598,Africa,,,,,,,,,,,,,,
Afghanistan1993,Afghanistan,AFG,1993,6.88,1910,9.3,14003764,Asia,,,,,,,,,,,,,,
United Arab Emirates1993,United Arab Emirates,ARE,1993,18.25,3232,60.7,2223289,Asia,,,,,,,,,,,,,,
Argentina1993,Argentina,ARG,1993,9.04,3116,53.1,34027240,South America,,,,,,,,,,,,,,
Australia1993,Australia,AUS,1993,10.34,3042,56.9,17631514,Oceania,,,,,,,,,,,,,,
Bangladesh1993,Bangladesh,BGD,1993,0.99,2010,7.8,113418760,Asia,,,,,,,,,,,,,,
Brazil1993,Brazil,BRA,1993,8.8,2774,38.1,158440864,South America,,,,,,,,,,,,,,
Central African Republic1993,Central African Republic,CAF,1993,1.81,1877,8.4,3089148,Africa,,,,,,,,,,,,,,
Canada1993,Canada,CAN,1993,9.23,3122,56.7,28668168,North America,,,,,,,,,,,,,,
Switzerland1993,Switzerland,CHE,1993,7.95,3358,55.3,6936123,Europe,,,,,,,,,,,,,,
China1993,China,CHN,1993,2.78,2538,14.6,1195855616,Asia,,,,,,,,,,,,,,
Congo1993,Congo,COG,1993,4.92,1995,12.8,2594181,Africa,,,,,,,,,,,,,,
Colombia1993,Colombia,COL,1993,7.93,2684,39,34614732,South America,,,,,,,,,,,,,,
Egypt1993,Egypt,EGY,1993,14.29,3197,41.9,61382204,Africa,,,,,,,,,,,,,,
Spain1993,Spain,ESP,1993,9.22,3308,55.3,39420540,Europe,,,,,,,,,,,,,,
Ethiopia1993,Ethiopia,ETH,1993,1.28,1508,7.6,53791672,Africa,,,,,,,,,,,,,,
Fiji1993,Fiji,FJI,1993,21,2854,48,789209,Oceania,,,,,,,,,,,,,,
France1993,France,FRA,1993,6.25,3543,56.9,57053728,Europe,,,,,,,,,,,,,,
United Kingdom1993,United Kingdom,GBR,1993,9.86,3218,54.9,57647464,Europe,,,,,,,,,,,,,,
